,division,age,gender,edu,occupation,device_count_5_yr,last_dumped_device,dump_within,did_with_device,did_with_data,miss_dev,memory_dev,miss_another,dump_reason_new,dump_reason_old,dump_reason_break,dump_reason_theft,dump_reason_slow,dump_reason_lag,device_to_rep_Desktop,device_to_rep_Featurephone,device_to_rep_Laptop,device_to_rep_Smartphone,device_to_rep_Tablet,self_try_No,self_try_Failed,self_try_Success,slt_lack_tu,slt_lack_lang,slt_lack_notint,slt_lack_fear,slt_lack_parts,slt_lack_repairer,rprd_usage_chlng_No,rprd_usage_chlng_reluc,rprd_usage_chlng_dur,rprd_usage_chlng_fault,rprd_usage_chlng_econ,rprd_usage_chlng_theft,rpr_missing_trait_behave,rpr_missing_trait_ineff,rpr_missing_trait_harm,rpr_missing_trait_hard,rpr_missing_trait_wage,rpr_missing_trait_trust,rpr_missing_trait_gender,bad_rep_exp,dev_tknto_rec_Y,dev_rec_chlng_fair_price,dev_rec_chlng_usable,dev_rec_chlng_datasec,dev_rec_chlng_env_poll,dev_rec_chlng_hard_find,will_dev_rec
84,Dhaka,1-19,Woman,High School,Student,4-6,Desktop,<2 yr,1,2,N,Y,Y,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Y,0,0,0,0,1,0,N
85,Dhaka,20-29,Man,High School,Student,4-6,Tablet,<2 yr,1,1,Y,Y,Y,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NC,1,0,0,1,0,0,Y
86,Dhaka,30-39,Man,Bachelors,Doctor,6-8,Tablet,<4 yr,7,4,N,N,Y,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NC,0,1,0,0,0,0,NC
87,Dhaka,30-39,Man,Masters,Business,4-6,Desktop,<1 yr,1,1,Y,N,N,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NC,1,1,0,0,0,0,NC
88,Dhaka,30-39,Man,Bachelors,Technical Works,4-6,Smartphone,<4 yr,1,1,N,N,N,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,NC,1,1,0,1,0,0,NC
89,Chittagong,20-29,Man,High School,Student,6-8,Smartphone,<6 mn,1,2,Y,Y,Y,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,Y,0,1,1,1,1,0,N
90,Dhaka,20-29,Man,Bachelors,Student,4-6,Desktop,<1 mn,1,5,Y,Y,Y,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,NC,0,0,0,1,0,0,N
91,Chittagong,20-29,Man,Bachelors,Student,4-6,Smartphone,<6 mn,1,1,N,N,N,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NC,0,0,0,1,0,0,N
92,Dhaka,30-39,Man,Bachelors,Job,12-,Smartphone,<1 yr,1,5,Y,N,Y,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,NC,0,1,1,0,0,0,Y
93,Dhaka,30-39,Man,Bachelors,Job,12-,Smartphone,<1 yr,1,5,Y,N,Y,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,NC,0,1,1,0,0,0,Y
94,Rajshahi,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,4,N,N,N,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,NC,0,1,1,0,0,0,NC
95,Dhaka,20-29,Man,High School,Student,4-6,Smartphone,<2 yr,4,2,Y,Y,Y,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,NC,1,1,1,1,0,0,NC
96,Dhaka,20-29,Man,High School,Student,10-12,Smartphone,<6 mn,1,4,Y,Y,Y,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,NC,1,0,0,1,1,0,N
97,Barisal,30-39,Man,Masters,Unemployed,3-4,Featurephone,<2 yr,1,1,Y,Y,Y,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,N
98,Dhaka,20-29,Woman,High School,Student,1-2,Smartphone,<6 mn,1,2,Y,Y,Y,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,NC,0,1,1,1,0,0,N
99,Dhaka,20-29,Woman,Masters,Student,4-6,Laptop,<6 mn,1,1,Y,Y,Y,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,NC,1,0,0,0,0,1,N
100,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,5,N,N,N,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,NC,1,0,0,0,1,1,NC
101,Dhaka,30-39,Man,Masters,Business,4-6,Smartphone,<1 yr,3,4,N,N,Y,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,N,0,0,0,1,0,0,N
102,Dhaka,20-29,Woman,High School,Student,1-2,Laptop,<1 mn,1,5,Y,Y,Y,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,NC,0,1,1,1,0,0,NC
103,Dhaka,20-29,Man,Bachelors,Unemployed,3-4,Smartphone,<2 yr,1,5,N,Y,Y,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Y,1,1,0,0,0,0,Y
104,Khulna,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,1,1,Y,Y,N,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Y,0,1,0,0,0,0,Y
105,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,5,Y,Y,Y,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,NC,1,0,1,1,0,0,Y
106,Chittagong,20-29,Woman,Bachelors,Student,4-6,Laptop,<1 yr,1,5,N,N,N,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,NC,0,0,0,0,0,1,NC
107,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,5,N,N,Y,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,N,0,1,0,0,0,0,N
108,Barisal,20-29,Woman,Bachelors,Student,4-6,Smartphone,<6 mn,1,2,Y,Y,N,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,NC,0,0,1,1,1,0,NC
109,Dhaka,20-29,Woman,High School,Student,3-4,Smartphone,<4 yr,1,5,Y,N,N,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NC,0,0,1,0,0,0,NC
110,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<2 yr,1,4,N,N,N,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,NC,1,1,1,0,1,0,NC
111,Dhaka,20-29,Woman,Bachelors,Student,3-4,Tablet,<4 yr,3,1,N,N,N,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,NC,1,0,0,1,1,0,NC
112,Chittagong,30-39,Man,Bachelors,Job,4-6,Smartphone,<4 yr,7,5,N,Y,N,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,Y,0,0,0,0,0,0,N
113,Dhaka,20-29,Man,Bachelors,Job,4-6,Smartphone,<6 mn,1,1,Y,Y,Y,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,Y,0,0,0,1,1,0,N
114,Dhaka,30-39,Woman,Masters,Job,3-4,Tablet,<4 yr,1,1,N,N,Y,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NC,1,0,0,1,0,0,NC
115,Dhaka,30-39,Man,Masters,Business,3-4,Smartphone,<2 yr,1,5,N,N,N,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NC,1,1,0,0,0,0,NC
116,Dhaka,20-29,Woman,High School,Student,6-8,Smartphone,<1 yr,1,5,Y,Y,Y,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Y,0,0,0,0,1,0,N
117,Khulna,20-29,Man,Bachelors,Student,1-2,Smartphone,<4 yr,5,5,N,Y,Y,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,Y,1,0,1,1,1,0,N
118,Dhaka,30-39,Man,Bachelors,Business,3-4,Smartphone,<4 yr,6,5,Y,Y,Y,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,N,0,0,1,0,1,0,N
119,Dhaka,40-49,Man,Masters,Technical Works,8-10,Smartphone,<1 mn,1,1,Y,N,Y,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,NC,0,0,0,0,0,0,NC
120,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,1,Y,Y,Y,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,0,1,1,1,1,1,NC
121,Dhaka,30-39,Man,High School,Business,12-,Desktop,<4 yr,1,5,Y,N,N,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NC,0,0,0,1,0,0,N
122,Khulna,20-29,Man,Bachelors,Student,1-2,Smartphone,<4 yr,1,1,N,N,N,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,Y,0,0,1,1,0,0,N
123,Dhaka,20-29,Man,Bachelors,Job,4-6,Laptop,<1 yr,1,5,Y,N,N,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,NC,0,1,1,1,1,0,NC
124,Dhaka,30-39,Man,Masters,Business,3-4,Smartphone,<2 yr,3,4,N,N,Y,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,Y,0,1,0,0,0,0,N
125,Khulna,20-29,Woman,Bachelors,Student,4-6,Smartphone,<2 yr,1,5,Y,Y,Y,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,N,0,0,0,1,1,1,N
126,Dhaka,20-29,Man,Bachelors,Job,3-4,Smartphone,<2 yr,1,5,N,N,N,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,NC,1,0,0,0,1,0,Y
127,Dhaka,20-29,Man,Bachelors,Student,4-6,Laptop,<1 yr,1,1,N,Y,N,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,N,0,1,0,0,0,0,Y
128,Dhaka,30-39,Man,Masters,Job,6-8,Laptop,<1 yr,3,5,N,N,Y,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,NC,0,1,0,0,0,0,Y
129,Dhaka,30-39,Man,Bachelors,Job,10-12,Smartphone,<1 yr,1,5,Y,Y,N,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,NC,0,0,0,1,1,0,NC
130,Khulna,30-39,Man,Masters,Job,4-6,Laptop,<1 yr,1,5,N,N,N,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NC,0,0,0,0,0,0,NC
131,Chittagong,40-49,Man,Masters,Job,3-4,Smartphone,<6 mn,1,1,Y,N,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,NC,0,1,0,0,0,1,NC
132,Khulna,20-29,Man,Bachelors,Student,3-4,Smartphone,<4 yr,1,2,Y,N,N,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,1,0,0,N
133,Chittagong,20-29,Woman,Bachelors,Student,3-4,Smartphone,<6 mn,1,2,Y,Y,Y,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,Y,1,0,1,1,0,0,Y
134,Dhaka,20-29,Man,Bachelors,Unemployed,3-4,Smartphone,<6 mn,1,5,N,Y,Y,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,N,0,0,1,1,1,0,NC
135,Dhaka,20-29,Woman,High School,Student,0,Laptop,<1 yr,1,1,N,N,N ,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,N,0,0,1,1,1,0,N
136,Khulna,30-39,Man,Masters,Job,3-4,Smartphone,<1 yr,1,5,N,N,N,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,N,0,0,0,1,1,0,N
137,Dhaka,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,2,N,N,N,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,NC,0,1,1,0,0,0,NC
138,Dhaka,20-29,Woman,Bachelors,Job,3-4,Laptop,>4 yr,1,1,Y,N,N,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,NC,0,1,1,1,1,1,NC
139,Dhaka,20-29,Woman,Bachelors,Student,3-4,Smartphone,>4 yr,1,2,N,N,N,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,1,1,1,1,1,0,NC
140,Barisal,20-29,Man,Bachelors,Technical Works,3-4,Smartphone,<1 yr,1,5,N,N,N,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,NC,0,0,0,0,1,0,NC
141,Dhaka,1-19,Woman,High School,Student,1-2,Smartphone,<6 mn,1,4,N,Y,N,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,N,0,0,0,0,1,0,N
142,Khulna,20-29,Man,High School,Student,3-4,Desktop,<2 yr,1,2,N,N,N,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,Y,1,1,1,0,1,0,N
143,Dhaka,20-29,Woman,High School,Student,4-6,Smartphone,<2 yr,1,1,N,Y,Y,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,Y,0,1,1,0,0,0,N
144,Chittagong,20-29,Man,Bachelors,Student,4-6,Desktop,<1 mn,1,1,N,Y,Y,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,Y,0,0,0,0,0,0,N
145,Dhaka,20-29,Man,High School,Student,6-8,Laptop,<2 yr,5,4,Y,N,Y,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NC,0,1,0,1,1,0,N
146,Khulna,20-29,Woman,High School,Student,1-2,Smartphone,<1 mn,1,1,Y,N,N,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NC,0,0,1,0,0,0,Y
147,Dhaka,20-29,Woman,High School,Student,4-6,Featurephone,<6 mn,1,5,Y,Y,Y,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,NC,0,0,0,1,0,0,N
148,Dhaka,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,1,5,N,N,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,NC,1,1,0,0,0,0,N
149,Dhaka,20-29,Man,Masters,Student,4-6,Smartphone,<2 yr,1,5,N,N,N,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NC,0,0,0,1,1,0,NC
150,Dhaka,20-29,Man,Bachelors,Student,12-,Laptop,<6 mn,3,3,N,N,Y,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,NC,0,1,0,1,1,1,N
151,Dhaka,20-29,Woman,Masters,Freelancing,3-4,Smartphone,<1 mn,1,5,Y,Y,Y,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,NC,0,0,1,1,1,0,N
152,Dhaka,20-29,Man,Bachelors,Student,6-8,Smartphone,<6 mn,1,2,Y,N,N,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,NC,1,1,0,0,1,0,NC
153,Dhaka,30-39,Man,Masters,Technical Works,4-6,Smartphone,<1 yr,1,5,N,N,N,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,NC,1,1,0,0,0,0,NC
154,Khulna,20-29,Man,Bachelors,Student,1-2,Smartphone,<1 mn,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NC,1,0,1,0,0,0,N
155,Khulna,20-29,Man,Bachelors,Student,1-2,Smartphone,<1 mn,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NC,1,0,1,0,0,0,N
156,Dhaka,30-39,Man,Masters,Job,4-6,Smartphone,<6 mn,1,2,N,N,Y,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,Y,1,1,0,1,0,0,Y
157,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<6 mn,1,5,N,Y,N,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NC,0,0,0,0,0,0,NC
158,Dhaka,20-29,Woman,High School,Student,4-6,Smartphone,<1 yr,1,1,N,N,N,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NC,0,0,1,0,0,0,NC
159,Dhaka,30-39,Man,Bachelors,Doctor,6-8,Smartphone,<1 yr,1,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,Y,0,0,0,1,1,0,N
160,Dhaka,30-39,Man,Masters,Business,4-6,Laptop,<2 yr,1,5,Y,N,N,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NC,0,0,0,1,0,0,N
161,Dhaka,20-29,Man,Bachelors,Technical Works,3-4,Smartphone,<6 mn,3,4,N,N,N,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,NC,0,1,0,0,0,0,NC
162,Dhaka,30-39,Woman,Masters,Unemployed,3-4,Smartphone,<6 mn,1,1,Y,N,Y,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,NC,0,0,0,1,0,0,N
163,Khulna,20-29,Woman,Bachelors,Doctor,1-2,Tablet,<6 mn,1,1,N,Y,Y,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,N,0,0,0,0,1,0,N
164,Sylhet,20-29,Man,Bachelors,Unemployed,4-6,Laptop,<4 yr,1,1,N,N,N,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,NC,0,0,0,0,0,0,NC
165,Dhaka,20-29,Man,High School,Student,3-4,Smartphone,<2 yr,1,1,N,N,N,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NC,0,0,0,0,0,0,NC
166,Dhaka,30-39,Man,Masters,Job,3-4,Laptop,<4 yr,4,5,N,N,N,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,NC,1,0,1,0,1,0,NC
167,Dhaka,30-39,Man,Masters,Technical Works,4-6,Smartphone,<1 yr,3,4,N,N,Y,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,N,0,0,0,0,1,1,N
168,Dhaka,20-29,Woman,Bachelors,Student,3-4,Smartphone,<1 yr,1,5,Y,Y,Y,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,N,1,1,0,1,1,1,N
169,Khulna,20-29,Man,High School,Job,12-,Smartphone,<2 yr,3,2,Y,Y,Y,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,NC,0,1,1,1,1,0,NC
170,Rajshahi,20-29,Man,Bachelors,Student,6-8,Smartphone,<1 mn,4,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,Y,1,1,0,0,1,1,Y
171,Dhaka,20-29,Man,Bachelors,Unemployed,3-4,Featurephone,<4 yr,2,2,Y,N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NC,0,1,0,0,0,0,NC
172,Dhaka,20-29,Man,Bachelors,Job,6-8,Desktop,<2 yr,3,5,N,Y,Y,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,N,0,0,0,1,1,1,N
