,division,age,gender,edu,occupation,device_count_5_yr,last_dumped_device,dump_within,did_with_device,did_with_data,miss_dev,memory_dev,miss_another,dump_reason_new,dump_reason_old,dump_reason_break,dump_reason_theft,dump_reason_slow,dump_reason_lag,device_to_rep_Desktop,device_to_rep_Featurephone,device_to_rep_Laptop,device_to_rep_Smartphone,device_to_rep_Tablet,self_try_No,self_try_Failed,self_try_Success,slt_lack_tu,slt_lack_lang,slt_lack_notint,slt_lack_fear,slt_lack_parts,slt_lack_repairer,rprd_usage_chlng_No,rprd_usage_chlng_reluc,rprd_usage_chlng_dur,rprd_usage_chlng_fault,rprd_usage_chlng_econ,rprd_usage_chlng_theft,rpr_missing_trait_behave,rpr_missing_trait_ineff,rpr_missing_trait_harm,rpr_missing_trait_hard,rpr_missing_trait_wage,rpr_missing_trait_trust,rpr_missing_trait_gender,bad_rep_exp,dev_tknto_rec_Y,dev_rec_chlng_fair_price,dev_rec_chlng_usable,dev_rec_chlng_datasec,dev_rec_chlng_env_poll,dev_rec_chlng_hard_find,will_dev_rec
261,Dhaka,20-29,Man,Bachelors,Technical Works,3-4,Featurephone,<1 yr,3,4,N,N,N,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,NC,0,1,0,0,1,0,NC
262,Dhaka,20-29,Woman,Bachelors,Student,1-2,Featurephone,>4 yr,1,5,N,N,Y,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,NC,1,0,0,0,1,1,NC
263,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<2 yr,1,4,Y,N,N,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,NC,0,1,1,1,1,0,NC
264,Khulna,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,1,N,N,Y,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,N,0,1,1,1,1,1,N
265,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 yr,1,2,Y,Y,N,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,Y,0,0,1,1,0,0,Y
266,Dhaka,30-39,Man,Masters,Business,10-12,Smartphone,<6 mn,1,5,N,N,Y,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Y,0,0,0,1,1,0,N
267,Dhaka,20-29,Man,Masters,Unemployed,6-8,Smartphone,<1 yr,1,1,N,N,Y,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,Y,1,1,0,0,0,0,N
268,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,4,N,N,N,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NC,0,1,0,0,0,0,NC
269,Khulna,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,5,N,N,Y,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,N,0,0,1,1,0,0,N
270,Khulna,20-29,Man,High School,Student,3-4,Featurephone,>4 yr,1,4,Y,N,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,NC,0,0,0,0,1,0,NC
271,Khulna,20-29,Man,High School,Student,3-4,Featurephone,>4 yr,1,4,Y,N,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,NC,0,0,0,0,1,0,NC
272,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<4 yr,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,N,0,1,0,0,0,0,N
273,Mymensingh,20-29,Woman,Bachelors,Student,3-4,Smartphone,<6 mn,1,4,N,N,N,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,NC,0,1,0,1,0,0,N
274,Mymensingh,20-29,Woman,Bachelors,Student,1-2,Smartphone,<2 yr,2,1,N,N,N,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,NC,0,0,0,0,1,0,NC
275,Dhaka,30-39,Woman,Masters,Doctor,3-4,Laptop,<2 yr,3,5,N,Y,Y,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,NC,0,0,1,1,0,1,NC
276,Chittagong,30-39,Man,Bachelors,Job,4-6,Smartphone,<1 yr,1,5,Y,N,Y,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,NC,0,0,1,1,1,1,NC
277,Dhaka,20-29,Man,Bachelors,Student,8-10,Smartphone,<1 mn,1,5,Y,N,N,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,NC,1,1,1,0,1,0,Y
278,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<6 mn,1,1,Y,Y,Y,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,NC,1,1,1,0,0,0,NC
279,Dhaka,20-29,Man,Bachelors,Teacher,6-8,Featurephone,<4 yr,1,1,Y,Y,N,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,NC,0,1,1,0,0,0,N
280,Mymensingh,20-29,Man,High School,Student,8-10,Smartphone,<6 mn,1,1,Y,N,N,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,NC,1,1,1,1,1,1,NC
281,Dhaka,30-39,Man,Masters,Teacher,3-4,Smartphone,<4 yr,3,5,N,N,Y,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N
282,Dhaka,30-39,Man,Masters,Teacher,6-8,Laptop,<1 yr,4,5,Y,Y,Y,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Y,1,0,0,0,1,0,Y
283,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<4 yr,3,1,N,N,N,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,NC,0,0,0,0,0,0,Y
284,Dhaka,20-29,Man,High School,Student,12-,Laptop,<1 mn,1,1,N,N,N,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,NC,0,0,0,0,0,0,NC
285,Dhaka,20-29,Man,High School,Student,1-2,Smartphone,<1 mn,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,NC,0,0,1,0,0,0,NC
286,Dhaka,30-39,Man,Bachelors,Unemployed,3-4,Laptop,<2 yr,1,1,Y,Y,Y,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Y,0,0,1,0,0,0,N
287,Rongpur,20-29,Woman,High School,Student,3-4,Desktop,<4 yr,1,3,N,Y,Y,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,N,0,0,1,0,0,0,N
288,Rongpur,20-29,Woman,Bachelors,Student,3-4,Featurephone,<4 yr,1,5,Y,Y,Y,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,Y,0,0,1,1,0,0,N
289,Rongpur,20-29,Woman,Bachelors,Student,4-6,Featurephone,<1 yr,1,5,Y,Y,Y,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,Y,0,1,1,1,0,1,N
290,Rongpur,20-29,Man,Bachelors,Student,12-,Smartphone,<1 mn,1,2,Y,Y,N,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,Y,1,1,1,0,0,0,N
291,Mymensingh,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,1,1,N,N,N,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,NC,0,0,0,1,1,0,N
292,Rongpur,20-29,Man,Bachelors,Student,6-8,Smartphone,<6 mn,6,1,Y,Y,N,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Y,0,0,0,1,0,0,N
293,Rongpur,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,1,N,Y,Y,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Y,0,0,1,1,1,0,Y
294,Rongpur,20-29,Woman,Bachelors,Student,1-2,Smartphone,<1 mn,1,2,N,Y,Y,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Y,1,1,0,0,0,0,N
295,Rongpur,20-29,Woman,High School,Student,3-4,Desktop,<6 mn,1,4,N,N,N,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NC,0,0,0,0,0,0,NC
296,Rongpur,20-29,Woman,Masters,Homemaking,12-,Laptop,<6 mn,1,1,N,N,N,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,Y,0,0,0,0,0,0,N
297,Dhaka,20-29,Woman,High School,Student,3-4,Desktop,<1 yr,4,5,Y,N,Y,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,Y,1,0,1,1,1,1,N
298,Chittagong,20-29,Man,High School,Student,1-2,Smartphone,<4 yr,6,1,Y,Y,Y,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,Y,0,0,0,1,1,1,N
299,Chittagong,20-29,Man,High School,Student,4-6,Smartphone,<2 yr,1,5,N,N,Y,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,NC,0,0,0,1,1,0,NC
300,Dhaka,20-29,Man,High School,Student,4-6,Featurephone,<2 yr,1,5,N,N,N,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Y,1,1,1,0,1,0,NC
301,Rongpur,30-39,Woman,Masters,Teacher,3-4,Smartphone,<1 mn,1,5,N,N,Y,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,NC,0,1,0,0,0,0,N
302,Rongpur,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,1,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Y,1,1,1,0,1,0,Y
303,Rongpur,20-29,Woman,Bachelors,Student,4-6,Smartphone,<1 yr,2,5,N,N,N,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,N,0,0,0,1,1,0,N
304,Rongpur,20-29,Man,Bachelors,Student,6-8,Smartphone,<1 yr,1,5,N,Y,Y,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,NC,1,1,1,0,0,0,N
305,Rongpur,20-29,Woman,Masters,Teacher,4-6,Smartphone,<2 yr,1,2,Y,N,N,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,NC,0,0,0,1,0,0,N
306,Rongpur,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,5,Y,Y,Y,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,NC,0,1,0,1,1,0,Y
307,Rongpur,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,6,1,N,N,Y,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,NC,0,0,0,0,0,0,NC
308,Dhaka,20-29,Man,High School,Labor,3-4,Smartphone,<2 yr,3,1,Y,Y,Y,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,N,0,1,0,1,1,0,N
309,Rongpur,20-29,Man,Bachelors,Student,3-4,Smartphone,<2 yr,1,1,Y,Y,Y,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,Y,1,1,0,1,1,0,N
310,Rongpur,20-29,Woman,Bachelors,Student,1-2,Featurephone,>4 yr,6,1,N,Y,Y,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,N,0,1,0,1,1,0,N
311,Rongpur,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,6,1,Y,Y,Y,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,N,1,1,0,0,0,0,N
312,Rongpur,20-29,Woman,Bachelors,Student,1-2,Smartphone,<4 yr,1,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,Y,0,1,1,1,1,1,N
313,Rongpur,20-29,Woman,Bachelors,Student,1-2,Smartphone,<2 yr,1,5,Y,Y,Y,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,N,1,1,1,1,1,1,Y
314,Rongpur,20-29,Man,High School,Student,1-2,Smartphone,<2 yr,1,2,Y,Y,Y,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,0,1,0,0,0,0,Y
315,Rongpur,20-29,Woman,Bachelors,Student,4-6,Smartphone,<2 yr,1,2,N,Y,Y,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,N,0,1,1,1,1,1,N
316,Rongpur,20-29,Man,Bachelors,Student,6-8,Smartphone,<2 yr,1,5,Y,Y,Y,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,Y,0,1,0,0,0,1,N
317,Rongpur,20-29,Man,Bachelors,Student,6-8,Smartphone,<2 yr,1,5,Y,Y,Y,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,Y,0,1,0,0,0,1,N
318,Rongpur,20-29,Woman,Bachelors,Student,1-2,Smartphone,<2 yr,1,5,Y,N,N,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,N,0,0,1,0,0,0,N
319,Rajshahi,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 yr,1,5,Y,Y,N,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,Y,0,1,1,0,1,0,N
320,Rongpur,30-39,Woman,Masters,Teacher,6-8,Laptop,<2 yr,1,2,Y,N,Y,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NC,0,0,1,0,0,0,NC
321,Rongpur,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,6,1,Y,Y,Y,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,Y,0,1,0,0,1,0,Y
322,Chittagong,20-29,Man,Bachelors,Student,3-4,Smartphone,<4 yr,1,2,Y,N,N,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NC,1,0,0,0,1,0,Y
323,Rongpur,20-29,Man,High School,Student,0,Smartphone,<2 yr,1,5,Y,N,N,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,NC,0,1,0,0,1,0,NC
324,Rongpur,20-29,Man,High School,Student,3-4,Smartphone,<1 yr,1,5,Y,Y,Y,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,NC,0,0,0,1,0,0,N
325,Rongpur,20-29,Man,Bachelors,Student,1-2,Featurephone,>4 yr,1,5,N,N,N,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Y,1,1,0,0,0,0,N
326,Mymensingh,30-39,Man,High School,Business,4-6,Smartphone,<1 mn,1,5,N,N,Y,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,NC,0,0,1,0,0,0,N
327,Rongpur,30-39,Man,Masters,Teacher,1-2,Laptop,<2 yr,1,1,Y,N,N,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,NC,0,1,1,0,0,0,NC
328,Rongpur,20-29,Woman,Bachelors,Student,4-6,Smartphone,<2 yr,1,2,N,Y,Y,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,N,0,1,1,1,0,1,N
329,Rongpur,20-29,Woman,Bachelors,Student,3-4,Smartphone,<1 yr,1,2,Y,N,N,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,N,0,0,0,0,1,0,N
330,Barisal,30-39,Man,Bachelors,Job,4-6,Smartphone,<4 yr,1,5,N,Y,Y,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NC,1,0,0,0,1,0,Y
331,Dhaka,30-39,Man,Masters,Job,1-2,Smartphone,<4 yr,1,1,Y,Y,N,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N,0,1,0,0,0,0,N
332,Barisal,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,3,4,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,1,1,0,0,0,0,N
333,Barisal,20-29,Man,Bachelors,Student,3-4,Desktop,<4 yr,1,1,Y,N,N,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NC,0,1,0,0,0,0,NC
334,Barisal,20-29,Man,High School,Student,1-2,Smartphone,<1 yr,1,1,N,N,N,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NC,0,1,0,0,0,0,NC
335,Barisal,30-39,Man,Masters,Job,1-2,Smartphone,<4 yr,1,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,N,0,1,0,0,0,0,N
336,Barisal,20-29,Man,Bachelors,Student,1-2,Tablet,<1 mn,1,1,Y,N,N,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NC,1,1,0,0,0,0,N
337,Dhaka,20-29,Man,High School,Student,4-6,Smartphone,<1 yr,3,4,Y,N,Y,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N,1,0,1,0,0,0,N
338,Barisal,1-19,Man,High School,Student,3-4,Smartphone,<1 yr,4,5,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,Y,1,0,1,1,0,0,NC
339,Barisal,20-29,Man,Bachelors,Teacher,8-10,Smartphone,<6 mn,1,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Y,0,0,0,0,0,0,N
340,Barisal,20-29,Man,Masters,Job,3-4,Smartphone,<1 yr,1,4,N,N,Y,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NC,1,1,0,0,0,0,NC
341,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<6 mn,1,5,N,N,N,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,N,0,0,0,0,0,1,N
342,Barisal,20-29,Man,Bachelors,Student,12-,Smartphone,<6 mn,1,5,Y,Y,N,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,Y,0,0,1,1,1,0,N
343,Barisal,20-29,Man,Bachelors,Student,10-12,Smartphone,<6 mn,1,5,Y,Y,N,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,Y,0,1,1,1,1,0,N
344,Barisal,1-19,Man,High School,Student,0,Smartphone,>4 yr,3,5,N,N,Y,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,N,1,1,0,0,0,0,Y
345,Barisal,20-29,Man,High School,Student,1-2,Smartphone,<6 mn,1,5,Y,N,N,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,NC,0,0,0,1,1,0,Y
346,Dhaka,20-29,Woman,Bachelors,Student,3-4,Desktop,<4 yr,1,3,Y,Y,N,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,Y,0,0,1,1,0,1,N
347,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 mn,3,5,Y,N,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,NC,0,1,0,0,0,0,N
348,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<4 yr,1,1,N,Y,N,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,NC,0,0,0,1,0,0,NC
349,Dhaka,20-29,Man,Masters,Job,4-6,Smartphone,<6 mn,3,4,Y,N,N,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,NC,1,1,1,0,1,0,N
350,Mymensingh,20-29,Man,High School,Student,3-4,Smartphone,<4 yr,1,4,N,N,Y,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,N,0,1,1,1,0,0,N
